id,title,abstract
1,评论,"总体来说,性价比非常高"
2,评论,暖心的服务与极高的性价比
3,评论,舒适又经济
4,评论,家一般的温馨体验
5,评论,"酒店服务到位设施齐全,周边清静交通便捷"
6,评论,"晚上入住很安静,隔音效果很好"
7,评论,"卫生很干净,安全系数就不用说"
8,评论,温馨居住体验，家的感觉
9,评论,总体还算干净卫生
10,评论,"整体的风格很文艺,壁画很美像地中海风格"
11,评论,客栈很大
12,评论,"房间很宽敞,床也很大"
13,评论,"酒店的性价比还是挺高的,值得推荐"
14,评论,最后离店的时候前台美女还送了一个馅饼
15,评论,干净整洁的被子
16,评论,酒店公共区域装修的也是特别的考究
17,评论,风景是相当不错的
18,评论,值得推荐
19,评论,老板态度也很好
20,评论,"酒店房间比较大,电子锁,床也较大"
21,评论,酒店装修很文艺
22,评论,"床单干净,物品齐全,东西完备"
23,评论,前台服务的小姐姐也是很耐心
24,评论,"安全#我们住在顶楼,很安静也很安全啦"
25,评论,"舒服,很干净卫生"
26,评论,公共区域做的很有特色
27,评论,房间特别干净
28,评论,老板很热情
29,评论,"房间布局合理,三人东西很多都可以摆得下"
30,评论,"很温暖的黄色系,墙上还挂了各种照片"
31,评论,老板人特别好
32,评论,客栈住得很舒心
33,评论,安全，舒适，特别温馨
34,评论,店家服务很好
35,评论,"位置也好找,火车站里面就有来的公交"
36,评论,让我们特别感动
37,评论,很干净
38,评论,酒店离海边很近
39,评论,感觉很安全
40,评论,为店家的服务以及环境点赞
41,评论,"不错,床很软"
42,评论,是来厦门让我感觉服务最好的一家
43,评论,"老板人超好的,房间挺大的,住着非常舒服"
44,评论,小哥免费接送我们
45,评论,干净卫生
46,评论,房间整体很干净
47,评论,"第一次住客棧,覺得比賓館環境還好喲"
48,评论,整个房间都是超级温暖的
49,评论,很温馨，很小资情调
50,评论,装修风格是我最喜欢的简约带点欧式的风格
51,评论,"服务非常好,环境也是棒棒哒"
52,评论,店家很好很热情
53,评论,比较舒服的一次旅行体验
54,评论,很热情
55,评论,老板人超级好
56,评论,"环境也很不错,退房时还有送厦门特产"
57,评论,"床睡起来很舒服,卫浴设备也很棒"
58,评论,"对客栈很满意,装修风格很温馨,环境好"
59,评论,老板很热情
60,评论,整体很干净，很舒服
61,评论,"很喜欢这里的风格,出行方便,离海边很近"
62,评论,"房间里面的布局很温馨,有种家的感觉"
63,评论,"方便快捷,感觉到满满的热情"
64,评论,地方很漂亮
65,评论,"老板超级好,服务特别周到"
66,评论,很好的客栈
67,评论,服务态度好
68,评论,"服务态度超级好,老板人也特别好"
69,评论,很有特色
70,评论,前台姐姐很热情
71,评论,酒店服务非常好
72,评论,很热情很好人的老板
73,评论,老板服务很周到
74,评论,"很喜欢,服务也很好"
75,评论,"位置也可以,靠近海边"
76,评论,环境很好
77,评论,房间不大，但很整洁，装修得很有特色
78,评论,"洗手液、洗衣液,感觉很贴心"
79,评论,装修好而且干净整洁，服务贴心
80,评论,"总体来说很喜欢,他的装修他的布局都很赞"
81,评论,"服务也很好,环境也很干净"
82,评论,"房间很干净,光线也很好"
83,评论,"酒店新开业,感觉比较新"
84,评论,服务很到位
85,评论,环境也很好
86,评论,最好的是晚上比较安静
87,评论,"院里环境很温馨,屋里装修也超温馨"
88,评论,服务特别好
89,评论,这家旅馆最符合我
90,评论,店家很热情
91,评论,最主要的是老板人特别好
92,评论,卫生挺好的
93,评论,庄园装修不错
94,评论,"房间特别干净,风格很时尚温馨"
95,评论,环境、卫生、安全都是比较好的
96,评论,我们离店的时候店长还送了小礼物
97,评论,"住的很舒服,老板态度特别好"
98,评论,地理位置优越
99,评论,酒店很方便
100,评论,客栈的位置很好找的
101,评论,房间空调很好
102,评论,"沙发很柔软舒服,空调很凉爽"
103,评论,客栈服务员很贴心
104,评论,好喜欢
105,评论,"朋友推荐,挺好的,干净,离海边也近"
106,评论,酒店明黄色装修很清新
107,评论,"很不错,第二次来住了"
108,评论,床很舒服
109,评论,老板态度特别好
110,评论,位置还算好找
111,评论,非常满意
112,评论,很好，很舒服
113,评论,这里很赞啊
114,评论,"很舒适,看着温馨,整洁,档次好"
115,评论,性价比很高
116,评论,"帮忙订票,让游客感觉很温暖"
117,评论,很干净很整洁还可以做饭
118,评论,个人觉得安全指数是比较放心的
119,评论,交通也很方便
120,评论,交通很便利
121,评论,"老板特别好,因为不喜欢住底层"
122,评论,真的好评
123,评论,"这是在厦门住的最好的客舍,房间很漂亮"
124,评论,店家服务态度很好
125,评论,"环境可以,也比较文艺"
126,评论,老板人也好
127,评论,很不错的酒店
128,评论,老板很热情
129,评论,老板和前台的女孩非常热情
130,评论,店主很热情
131,评论,"不错,挺好的,接待我们的是一个小帅哥"
132,评论,"对于第一次来的,可能位置不太好找"
133,评论,还给了特别的饮料
134,评论,让我感觉很温暖
135,评论,"老板人很好,行李都有接送"
136,评论,"很不错的一次民宿体现,老板人超好"
137,评论,"一万个好评,环境好,交通便利,服务好"
138,评论,挺好的
139,评论,"房间两张大床睡得舒服,选住这里也不错"
140,评论,"酒店环境不错,出去就是环岛路"
141,评论,"非常好,環境好,態度好"
142,评论,前台大哥提前打电话告诉我怎么去方便
143,评论,"退房后还有小礼物,总体来说很满意"
144,评论,"房间特别干净,床垫很舒服"
145,评论,这或许是我最满意的一次住宿了
146,评论,点评厦门第一港海边度假庄园
147,评论,"服务态度很好,环境不错,跟图片上的一样"
148,评论,"去的时候窗户外面很吵,在装修"
149,评论,"附近小吃很多,公交很方便"
150,评论,交通非常便利
151,评论,都很好
152,评论,老板非常热情
153,评论,"老板好,服务好,房间也超好"
154,评论,出门坐公交去厦大鼓浪屿曾错垵都很方便
155,评论,老板超好
156,评论,"服务周到,非常热心,值得推荐"
157,评论,老板特热情
158,评论,"一家人出行,很方便,前台服务很好"
159,评论,大厅的公共场合好温馨
160,评论,"民宿,有特色,房间很小"
161,评论,房内环境也不错
162,评论,"总之就是一家不错的客栈民宿,值得一住"
163,评论,"老板人好,环境不错,附近海滩特别干净"
164,评论,"干净,整洁,服务好"
165,评论,床很舒服
166,评论,"卫生、服务都还不错,床也舒服"
167,评论,酒店服务很好
168,评论,"老板人特别好,可以自己做饭"
169,评论,这次厦门住的4家店里最舒服的一家
170,评论,"民宿位置很好,老板热情,车接车送"
171,评论,"很温馨的小民宿,交通很方便"
172,评论,"服务好,周围交通方便"
173,评论,"卫生很好,装修风格也不错"
174,评论,"老板很热情,会到外面接,距离海边很近"
175,评论,"感觉非常好,价格也不贵"
176,评论,服务相当周到
177,评论,这次去厦门住得最满意的地方
178,评论,环境很干净
179,评论,坐公交都可以到
180,评论,一家人住很舒服
181,评论,"环境不错,感觉很温馨"
182,评论,"干净卫生,很温馨,性价比很高"
183,评论,服务可以说是很棒了
184,评论,内部装饰很漂亮
185,评论,"这点相当满意,两张单人床非常大"
186,评论,店主很热情
187,评论,"棒棒哒,都挺不错的哟"
188,评论,这点很不错
189,评论,"客栈很有特色,是温馨型的"
190,评论,太好了
191,评论,"老板人挺好热心,临走还送厦门特产"
192,评论,"爸爸妈妈去的,说是不错"
193,评论,"离塔头公交站很近,老板会随时接送"
194,评论,卫生很好
195,评论,"很满意的一次入住,房间干净整洁"
196,评论,老板很热情
197,评论,"服务肯定很热情,入住前有短信提醒"
198,评论,"住宿的房间干净整洁,也比较安静"
199,评论,离海很近
200,评论,办理入住手续很便捷
201,评论,小哥店家都很热情
202,评论,总之在此处住宿安全干净
203,评论,完全的五分好评
204,评论,"地方有点偏,房间比较小"
205,评论,真的特别特别棒的体验
206,评论,老板很热情
207,评论,服务好、很喜欢、满分
208,评论,"客栈环境很好,位置清净,出行也很方便"
209,评论,"老板非常热情,设施齐全"
210,评论,"位置较好,装修风格不错"
211,评论,"周边公交线路很多,四通八达,打车方便"
212,评论,"服务到位,态度很好,环境不错"
213,评论,服务特别好
214,评论,老板人特别好
215,评论,"店家人很好,出门有小吃"
216,评论,风格很小清新
217,评论,"卫生做的很好,感觉很舒适"
218,评论,"老板很热情,交通方便,吃的也算多"
219,评论,会有人来接
220,评论,老板人超级好
221,评论,整体很不错
222,评论,感觉还行
223,评论,"周围餐馆很多,吃饭方便"
224,评论,服务很好，交通很便利，房间很干净
225,评论,"老板人好,总体来说挺不错"
226,评论,环境非常好，店家很客气
227,评论,"服务热情,很满意,值得推荐"
228,评论,"关键是老板很热情,进出都有车接送"
229,评论,老板人不错
230,评论,客栈老板工作人员各种服务态度好
231,评论,"酒店好温馨,卫生干净,服务周到"
232,评论,感觉特别好
233,评论,服务很周到
234,评论,服务人员都挺热情
235,评论,店老板服务态度很好房间也不错
236,评论,服务很好
237,评论,"酒店位置很好,去往各个景点非常方便"
238,评论,"老板很热情,服务很周到,出行很方便"
239,评论,感觉不错
240,评论,"房间挺好,老板服务也很好"
241,评论,交通便利
242,评论,点评厦门第一港海边度假庄园
243,评论,超五星待遇
244,评论,很安静
245,评论,这是我最满意最喜欢的一家
246,评论,装修很地中海风格
247,评论,老板人超级好，环境也是很不错的
248,评论,服务态度很好
249,评论,老板服务很好干净舒服
250,评论,服务很好
251,评论,"晒衣服也很方便,楼下有冰箱"
252,评论,"位置有点偏,装修很有特色,宝宝很喜欢"
253,评论,老板特别热情
254,评论,"房间也不错,就是隔音不太好"
255,评论,点评厦门第一港海边度假庄园
256,评论,店家很细心很热情
257,评论,"环境很好,住宿很舒服"
258,评论,"感觉卫生条件做的很好,什么设备都很齐全"
259,评论,布置的很温馨
260,评论,"很喜欢,老板很赞"
261,评论,"老板特别好,房间很干净"
262,评论,老板很好
263,评论,老板又热心
264,评论,服务超好的
265,评论,"老板人很热情,酒店很温馨"
266,评论,老板很热情
267,评论,房间干净整洁，装潢地中海风格
268,评论,"服务很周到,退房时老板还送了特产馅饼"
269,评论,服务很好
270,评论,"床铺干净卫生,风格很喜欢"
271,评论,"服务挺好的,这个价格还是相对满意"
272,评论,总体来说还是不错的
273,评论,"旅馆的环境不错,服务态度也很好"
274,评论,"环境优美,服务态度很好"
275,评论,"很亲民,不错值得推荐"
276,评论,"服务挺好的,环境还可以"
277,评论,"最后,除了房间有那么一点小,其他"
278,评论,"感觉很好很好很好,舒适,舒服"
279,评论,"奔着好评去的,人民的眼睛果然亮晶晶"
280,评论,环境很不错
281,评论,"服务态度很好,住的也蛮舒适的"
282,评论,"服务很周到,服务人员相当热情招待"
283,评论,"室内空间很大,第一次见到两张双人床"
284,评论,不错的民宿、酒店装修风格很别致
285,评论,老板服务很好
286,评论,床睡着很舒服
287,评论,"环境好,床很舒服"
288,评论,"环境价格都很好,老板也很热情"
289,评论,态度超五星好评
290,评论,整个客栈真的给你很舒服的感觉
291,评论,提供洗衣液的酒店
292,评论,客栈真的很温馨，很有家的感觉
293,评论,"挺好的,一家人去的"
294,评论,"服务不错,有观光车接送"
295,评论,点评厦门第一港海边度假庄园
296,评论,老板人特别好
297,评论,真的超级超级棒
298,评论,"但很干净,装修不错,老板人很好"
299,评论,感觉象是回到了自己家一样舒服
300,评论,"服务特别好,房间干净"
301,评论,住的还不错
302,评论,"第一次住民宿,感觉非常好👍"
303,评论,古香古色非常有年代气息
304,评论,"员工很敬业,出去接我们"
305,评论,"推荐,前台很热情"
306,评论,老板服务很到位
307,评论,四个字概括，宾至如归
308,评论,总体评价五颗星
309,评论,交通卫生安全都还不错
310,评论,"很温馨的客栈,价格很平民,卫生也ok"
311,评论,客栈的公共区域布置非常文艺
312,评论,特价房价格实惠、总之不会后悔的
313,评论,老板服务态度很好
314,评论,环境很不错
315,评论,店家好客气
316,评论,"关键是老板人真的很好,飞机晚点"
317,评论,"有賓至如歸的感覺,真的十分推薦"
318,评论,这个是住的最好的一个地方了
319,评论,老板服务非常热情
320,评论,环境不错
321,评论,"服务态度没得说,环境特别温馨"
322,评论,老板很热情
323,评论,"老板非常热情,服务超级好"
324,评论,房间小，网上看到的图片和现实有区别
325,评论,"服务也很好,有帅哥"
326,评论,机最繁华的曾厝垵就2站程
327,评论,"环境好,干净卫生"
328,评论,"很不错,服务也不错"
329,评论,"民宿很有特点,位置很方便"
330,评论,"老板人很好,环境优美,房间格局很喜欢"
331,评论,交通便利 去哪都很方便
332,评论,"服务周到,老板人很好,推荐大家可以看看"
333,评论,点评厦门第一港海边度假庄园
334,评论,老板老板简直把你当亲朋好友一样招待
335,评论,隔音也不太好
336,评论,"离黄厝海滩很近,去哪都很方便"
337,评论,"店家服务态度很好,周边交通也方便"
338,评论,"最暖心的是店家,一站服务到底"
339,评论,"挺好的,房间在大一点就更好了"
340,评论,床铺软硬适中
341,评论,大写的好评
342,评论,"服务是不错的,店家很热心,交通也很便利"
343,评论,好评率超高的一间私人旅馆
344,评论,点评厦门第一港海边度假庄园
345,评论,"装修小资,卫生整洁干净"
346,评论,"晚上也不会吵,附近有小吃街有很多商铺"
347,评论,酒店老板非常好
348,评论,房间很干净，装修很不错
349,评论,进去第一感觉超级喜欢
350,评论,"车子进去都出不来,图片很误导人"
351,评论,"老板店员服务很好,院子有个休闲区很舒服"
352,评论,客栈布置的很温馨
353,评论,"环境卫生都不错,很安静"
354,评论,"环境、服务都很好,厦门玩,住他家就对了"
355,评论,"卫生干净,床单、毛巾、浴巾都很干净"
356,评论,服务真的特别棒
357,评论,服务态度很好
358,评论,服务态度非常好
359,评论,装修风格独特
360,评论,"服务好,卫生干净,住得比较舒服"
361,评论,"也很近,首选这里吧,环境好,价位便宜"
362,评论,环境好，价格公道，老板人很好
363,评论,整体风格不错
364,评论,"环境还不错,老板人特别好"
365,评论,"干净,热水很好,服务态度很好"
366,评论,"酒店位置不错,离曾厝垵很近"
367,评论,"态度很好,店家很用心"
368,评论,服务很好
369,评论,感觉特好
370,评论,"住宿环境也比较满意,交通方便"
371,评论,前台也是热情招待
372,评论,特别好
373,评论,这家私人宾馆很不错
374,评论,位置稍偏但是住的还是很舒服的
375,评论,有专车来接
376,评论,地段好，环境好，又卫生干净
377,评论,老板人超级好
378,评论,赞赞赞赞赞
379,评论,"普陀寺,码头都很方便"
380,评论,"交通很方便,下次还考虑入住这里哦"
381,评论,"一进院子就感觉来对了,跟图片完全一样"
382,评论,环境不错
383,评论,服务很贴心
384,评论,"交通方便,卫生干净,环境优美😊"
385,评论,环境不错
386,评论,态度很棒
387,评论,服务非常到位
388,评论,"特别好,离店还送饼"
389,评论,老板人特别好
390,评论,"装修风格不错,老板很热情,人很好"
391,评论,不愧是排名最高的客栈
392,评论,"酒店接待很热情,服务周到细致"
393,评论,"商务出行,第一次住民宿,真心不错"
394,评论,"很好,安全,干净,环境很安静"
395,评论,整体感觉特别好
396,评论,"老板人超级好,也很热情"
397,评论,"特别干净,舒服"
398,评论,点评厦门第一港海边度假庄园
399,评论,服务很周到
400,评论,环境非常舒适
401,评论,还是挺不错的
402,评论,真的非常棒了
403,评论,布置的很温馨
404,评论,房间的设施也很满意
405,评论,"服务,卫生都很好"
406,评论,酒店的服务非常好
407,评论,"床很舒服,房间也蛮干净"
408,评论,"重点是服务态度非常好,房间非常干净卫生"
409,评论,这家真的很棒
410,评论,"简直太棒了,老板热情又细心耐心"
411,评论,房间收拾的很干净
412,评论,环境非常好
413,评论,点评厦门第一港海边度假庄园
414,评论,"环境不错,住的很满意"
415,评论,"老板人好很,到了塔头站找不到酒店"
416,评论,"酒店在塔头站附近,交通比较方便"
417,评论,"这家很温馨,有阳台晒衣服是最方便的"
418,评论,"老板很热情,帮忙指名路线"
419,评论,老板人超好
420,评论,酒店服务特别好
421,评论,"交通很方便,店家服务很到位"
422,评论,环境超好没话说，房间也干净
423,评论,无论服务，环境，卫生，都无可挑剔
424,评论,感觉很温馨，服务很贴心
425,评论,房间简单温馨
426,评论,房间很舒适
427,评论,老板很热情
428,评论,配置齐全
429,评论,房间干净
430,评论,有温馨的手绘地图
431,评论,交通很方便
432,评论,交通便利、环境安静、景色优美
433,评论,酒店离海很近
434,评论,老板人很好
435,评论,不得不说这家客栈的服务是很好的
436,评论,非常美好的入住体验
437,评论,非常方便
438,评论,"这第一港是目前最满意的,干静,安静"
439,评论,服务，环境都是一等一的好
440,评论,"很好呀,和朋友一起出去玩的"
441,评论,最让我满意的是居然有一个梳妆台
442,评论,房间是很精致的地中海风格
443,评论,卫生不错
444,评论,"干净整洁,老板人也很热情"
445,评论,很棒的旅社
446,评论,老板和服务人员都非常热情
447,评论,有榻榻米的客栈，比较有特色
448,评论,很温馨也很干净
449,评论,真的很好
450,评论,里面很干净
451,评论,前台美眉很甜、服务也是相当棒的
452,评论,服务态度和环境都很棒
453,评论,去哪都还挺方便
454,评论,干净整洁
455,评论,前台小哥人也很好
456,评论,选这没错
457,评论,"交通便利,出游方便"
458,评论,老板人特别好
459,评论,酒店很温馨
460,评论,"旅行最佳选择,小哥都特别特别热情"
461,评论,房间环境也不错
462,评论,房间床很大舒服
463,评论,房间隔音效果不错
464,评论,很喜欢这里的环境、让人很舒适
465,评论,老板热情
466,评论,老板和前台小哥很有善
467,评论,服务态度非常好
468,评论,房间的风格是符合厦门小资生活的情调哦
469,评论,酒店很温馨
470,评论,总得来说，在客栈里还算不错
471,评论,很漂亮，小哥也很好
472,评论,"老板很热情,送了饮料和特产"
473,评论,有特色，房间很干净
474,评论,"住的非常安心,舒服"
475,评论,"环境很舒服,装修也很有特色"
476,评论,"比较安静,交通方便,小哥负责接送"
477,评论,干净整洁舒适
478,评论,"人非常好,酒店环境也不错"
479,评论,服务很到位
480,评论,"服务态度超级好,性价比很高"
481,评论,果然老板人很好～很热情
482,评论,服务态度非常好
483,评论,服务态度也超好
484,评论,超级赞的宾馆
485,评论,老板很热情
486,评论,客栈服务真的很好
487,评论,服务很好店老板很热情哟
488,评论,服务很热情
489,评论,老板人很好
490,评论,房子的外观非常漂亮
491,评论,"前台美女很贴心,房间也超棒"
492,评论,"给我们介绍攻略,很满意的一次旅行"
493,评论,酒店装修布置灰常有特色，色彩搭配非常温暖
494,评论,位置很好
495,评论,服务态度满分
496,评论,房间很温馨
497,评论,老板也很好
498,评论,"客栈很干净,环境好"
499,评论,老板非常好
500,评论,这家客栈真的超级不错
501,评论,在曾厝塔头算得上是很有特色的一家客栈
502,评论,位置也非常不错
503,评论,房间很干净
504,评论,酒店环境很好
505,评论,还会去住的
506,评论,喝一泡店长的铁观音，浓浓秋香
507,评论,地理位置相当优越
508,评论,店家服务也好的很
509,评论,"进门就觉得这里十分精致,装修风格好喜欢"
510,评论,"房间的摆设不错,装饰也很好"
511,评论,店家态度服务真的要给一千一万个赞
512,评论,"房间很干净,门锁是密码的,住的安全放心"
513,评论,客栈环境特别好
514,评论,感觉很不错
515,评论,前台接送很赞
516,评论,小小的细节掳获了我的心
517,评论,"老板人很热情,今年去厦门一定还住这家"
518,评论,环境超级棒
519,评论,"老板超级热情,住的也很happy"
520,评论,很喜欢这家店
521,评论,房间很好很干净
522,评论,老板服务真的特别好
523,评论,总之非常的好
524,评论,环境很好，装饰漂亮
525,评论,房间也打扫的干净
526,评论,朋友们到厦门肯定强烈推荐大家入住第一港
527,评论,房间装修很唯美
528,评论,价位相当合适
529,评论,"很方便,房间超乎想象的好"
530,评论,去附近的旅游景点都很方便
531,评论,房间里干净卫生
532,评论,"看起来非常的整洁温馨,很有一种家的感觉"
533,评论,硬件软件都没的说
534,评论,房间相当卫生
535,评论,老板人很好
536,评论,"总之,真的不愧是评价最高的酒店"
537,评论,客服人员前台姑娘们很热情很好人
538,评论,美女前台等我们最后一个到才下班
539,评论,"不错,性价比可以"
540,评论,"环境非常不错,晚上附近很多小吃"
541,评论,老板和员工的态度特别好
542,评论,"老板的服务态度特别好,人很热情"
543,评论,出入方便
544,评论,"老板人很好的,住的也很舒服"
545,评论,房间挺大屋子挺大
546,评论,"欧式风格,很有格调"
547,评论,"环境好,服务周到,服务贴心"
548,评论,房间干净整洁，空调效果良好
549,评论,很不错的酒店
550,评论,"服务,环境均不错,赞一个"
551,评论,好温馨好漂亮的
552,评论,"老板人很好,有自己做的厦门攻略"
553,评论,服务非常到位
554,评论,卫生还好
555,评论,真的很不错
556,评论,价格便宜
557,评论,"市内整洁,服务态度很好"
558,评论,"宾馆的环境很好,服务人员也很热情"
559,评论,"很好,除了没窗户有点遗憾"
560,评论,酒店温馨又干净
561,评论,房间很漂亮也卫生
562,评论,点评厦门第一港海边度假庄园
563,评论,酒店很漂亮
564,评论,服务态度超好
565,评论,"床还挺大的,老板人也很好"
566,评论,"床躺着特别舒服,比家里的都舒服"
567,评论,"服务非常贴心,唯一不足就是房间近楼梯间"
568,评论,点评厦门第一港海边度假庄园
569,评论,"交通便利,吃住方便"
570,评论,下次有机会去厦门的话还住那里
571,评论,去了后确实没失望
572,评论,门锁是电子锁，挺放心的
573,评论,价格也很实惠
574,评论,"很好,服务态度好,地方容易找"
575,评论,老板娘服务好热情的
576,评论,客栈的所有人都很热情
577,评论,"服务好,酒店很漂亮"
578,评论,"太小啦,其他都好,厦门的民宿普遍都小"
579,评论,很有特色的名宿
580,评论,房间很漂亮
581,评论,细节做的真的超好
582,评论,服务很贴心
583,评论,老板很好
584,评论,"服务特别好,留下很好的印象"
585,评论,"服务很贴心,卫生很干净,风格很文艺"
586,评论,老板超级热情
587,评论,店家热情
588,评论,"从房子到服务都特别棒,值得入住"
589,评论,环岛路塔头站交通方便
590,评论,房东很热情
591,评论,卫生清洁
592,评论,老板还是开电瓶车来接
593,评论,总体感觉相当不错
594,评论,前台的态度十分好
595,评论,"环境赞,服务好,很贴心"
596,评论,老板很好 环境不错 服务很贴心
597,评论,"交通蛮便利的,老板也很热情好客"
598,评论,服务真的很赞
599,评论,房间干净整洁
600,评论,"老板服务态度很好的,人很热情"
601,评论,环境不错
602,评论,服务也很周到
603,评论,"交通很方便的,房间超级少女心"
604,评论,二樓有個小客廳
605,评论,环境也不错
606,评论,"服务很热情,离店还送特产小吃"
607,评论,"特别像住在家里,哈哈哈,不错"
608,评论,"酒店比较新,周边环境很安静"
609,评论,"门口的海鲜烧烤很棒,老板非常热情"
610,评论,装修得好漂亮啊
611,评论,客服热情接待
612,评论,"100%好评是个什么概念,离海不远"
613,评论,"服务很好,房间很小,厕所没窗有点味道"
614,评论,"服务环境真的不错,很有安全感"
615,评论,服务很贴心
616,评论,"环境赞,服务很贴心"
617,评论,"环境好,老板很贴心,网上照片与实物一致"
618,评论,"老板态度很好,环境好"
619,评论,住的还是很舒服的
620,评论,"老板服务很好,会在路口开车来接"
621,评论,服务也很好
622,评论,"房间不大,但服务很好,老板很热情"
623,评论,"环境不错,老板挺热心的"
624,评论,房间里的设施一应俱全
625,评论,无论前台还是小哥 都是超级热心
626,评论,环境好，干净、卫生
627,评论,"家的感觉,温馨肆溢,踏入草垫,贴切无比"
628,评论,服务周全
629,评论,"老板人超级好,很热情"
630,评论,环境很好，服务很贴心
631,评论,"环境赞,服务很贴心"
632,评论,总之就是很满意啦
633,评论,老板人超级好
634,评论,态度超级好
635,评论,房间干净整洁舒服
636,评论,"来第二次了,房间很干净,老板人很好"
637,评论,比想象中的还要好喔
638,评论,"很有风格情调的民宿,房间也干净"
639,评论,"服务特别好,找不到路老板还开车出来接"
640,评论,房间总体还算干净
641,评论,"店家有人来接,很方便"
642,评论,"很安静,环境也很好的一家酒店"
643,评论,点评厦门第一港海边度假庄园
644,评论,房锁是密码锁感觉很安全
645,评论,这次入住的客栈是最让我们满意的
646,评论,老板服务态度真是太好了
647,评论,"房间比较大,卫生也不错,性价比很高"
648,评论,服务、硬件、软件、真的没得说
649,评论,总体来说一次很完美的入住体验
650,评论,"位置很好找,服务到位"
651,评论,"环境不错,干净,人也很热情"
652,评论,"态度好,宾至如归的感觉,像家一样温馨"
653,评论,店家的服务态度很好
654,评论,店家小哥真的很好
655,评论,服务超级好
656,评论,"环境很好,配套设施齐全,房间也干净整洁"
657,评论,服务很好
658,评论,服务超级好
659,评论,床很大哈哈哈哈哈
660,评论,老板很nice环境很nice
661,评论,老板非常热情，服务好
662,评论,其它都非常好
663,评论,地理位置很好
664,评论,"老板很热情,帮忙抬行李"
665,评论,"两面墙都有大大的窗户,采光通风特别好"
666,评论,非常满意
667,评论,温馨且有爱情海风格的客栈
668,评论,价格也比较实惠
669,评论,房间里设备很齐全
670,评论,"地理位置也很好,总之非常满意"
671,评论,"服务很贴心,老板人很好,总之很满意"
672,评论,房间也很干净
673,评论,"酒店各方面都很好,干净,舒适"
674,评论,很不错的一家客栈
675,评论,服务很好
676,评论,"帅哥好细心,送的小礼物好喜欢"
677,评论,环境好，房间整洁，服务周到贴心
678,评论,"环境赞,服务很贴心"
679,评论,"环境很好,老板很热情,交通挺方便的"
680,评论,"环境赞,服务很贴心,老板人很好"
681,评论,交通便利
682,评论,房间装修很有特色
683,评论,服务一流
684,评论,整体不错
685,评论,第一港的服务太周到了
686,评论,装修有特色
687,评论,房间的设施很齐全
688,评论,天台能晒衣服
